survive,"syn: Live, stay alive",survive in harsh conditions,hayatta kalmak [f.],-den sağ kurtulmak [f.],,,
respectively,"syn: Separately, individually","A and B, respectively",sırasıyla [zf.],ayrı ayrı [zf.],,,
process,"syn: Procedure, development, activity",process of trial and error,işlem [i.],süreç [i.],aktivite [i.],,
encounter,"syn: Run across, bump into, confront",encounter problems,karşılaşmak [f.],-e rastlamak [f.],,,
avert,"syn: Prevent, stop, avoid",avert a crisis/disaster,engellemek [f.],önüne geçmek [f.],,,
sufficient,"syn: Enough, adequate",sufficient to + V,yeter [s.],kafi [s.],,,
ventilation,"syn: Air circulation, airing",inadequate ventilation,havalandırma [i.],,,,
manufacture,"syn: Make, build, produce, production",manufacture of chemicals,imal etmek [f.],üretim [i.],,,
encourage,"syn: Motivate, inspire, stimulate",encourage sb to + V,teşvik etmek [f.],cesaretlendirmek [f.],,,
uncertainty,"syn: Doubt, hesitation, vagueness, ambiguity",uncertainty as to,kuşku [i.],belirsizlik [i.],tereddüt [i.],,
appear,"syn: Seem, look",appear to be,görünmek [f.],ortaya çıkmak [f.],,,
stable,"syn: Steady, unchanging",stable and temperate,sabit [s.],değişmez [s.],durağan [s.],,
emphasize,"syn: Highlight, stress, underline",emphasize the need for,vurgulamak [f.],altını çizmek [f.],,,
notably,"syn: Particularly, especially",notably China/the US,özellikle [zf.],bilhassa [zf.],,,
threaten,"syn: Menace, endanger, jeopardize, imperil",threaten ecosystems,tehdit etmek [f.],korkutmak [f.],,,
lead to,"syn: Bring about, give rise to, cause",lead to disease/problems,sebep olmak [f.],yol açmak [f.],,,
moisture,"syn: Humidity, dampness",moisture promotes growth,nem [i.],rutubet [i.],,,
Day 16,,,,,,,
distribute,"syn: Deliver, supply, spread, disperse",distribute the technology,vermek [f.],dağıtmak [f.],,,
overcome,"syn: Deal with, cope with, handle, tackle",overcome difficulties,üstesinden gelmek [f.],başa çıkmak [f.],,,
burden,"syn: Problem, worry, hardship",burden on,sıkıntı [i.],yük [i.],,,
flow,"syn: Movement, current, stream",flow of water/mass,akış [i.],dolaşım [i.],,,
dam,syn: Barrier controlling flow of water,dams influence ecology,baraj [i.],,,,
simultaneously,"syn: At the same time, concurrently",occur simultaneously,eş zamanlı [zf.],aynı anda [zf.],,,
profound,"syn: Deep, intense",profound effect/link,derin [s.],yoğun [s.],,,
perceive,"syn: Sense, feel, understand, comprehend",perceive as,algılamak [f.],idrak etmek [f.],hissetmek [f.],,
certain,"syn: Sure, convinced, positive",be certain about,emin [s.],kesin [s.],,,
habitation,"syn: Settlement, housing",human habitation,yerleşim [i.],ikamet [i.],mesken [i.],,
footprint,"syn: Mark, sign",footprints of ancient humans,ayakizi [i.],,,,
harmless,"syn: Inoffensive, safe",render/make harmless,zararsız [s.],masum [s.],iyi huylu [s.],,
foresee,"syn: Predict, forecast, expect, anticipate, envisage",foresee changes,öngörmek [f.],önceden sezmek [f.],,,
constant,"syn: Continuous, endless, steady, stable",constant activity,sabit [s.],sürekli [s.],değişmez [s.],,
comet,syn: Astronomical object with long tail,comet fragments,kuyruklu yıldız [i.],,,,
deterioration,"syn: Worsening, decline, weakening",memory deterioration,bozulma [i.],kötüleşme [i.],,,
catastrophe,"syn: Disaster, calamity",natural catastrophe,felaket [i.],yıkım [i.],,,
numerous,"syn: Many, plentiful, abundant",numerous species,sayısız [s.],birçok [s.],pek çok [s.],,
accordingly,"syn: Therefore, hence, as a result, consequently","accordingly, ...",dolayısıyla [zf.],bu sebeple [zf.],,,
achieve,"syn: Attain, accomplish, reach, complete",achieve a goal,elde etmek [f.],başarmak [f.],ulaşmak [f.],,
Day 17,,,,,,,
virtually,"syn: Almost, nearly",virtually limitless,hemen hemen [zf.],neredeyse [zf.],,,
wildfire,syn: Rapidly spreading fire,wildfires are common,kontrol edilemeyen yangın [i.],,,,
spacecraft,syn: Vehicle for space travel,spacecraft voyages,uzay aracı [i.],,,,
destruction,"syn: Devastation, demolition, ruin, damage",environmental destruction,yıkım [i.],yok etme [i.],imha [i.],,
persist,"syn: Insist, continue, keep on",persist because of,israr etmek [f.],devamlılık göstermek [f.],sürmek [f.],,
molten,"syn: Melted, liquefied, liquid",molten rock,erimiş [s.],sıvı [s.],,,
herbicide,syn: Chemical substance for killing unwanted plants,use herbicides,bitki öldürücü [i.],ot ilacı [i.],,,
rare,"syn: Uncommon, infrequent",very rare,nadir [s.],az bulunan [s.],ender [s.],,
profitable,"syn: Beneficial, helpful, lucrative",profitable industry,yararlı [s.],faydalı [s.],kazançlı [s.],,
distant,"syn: Faraway, remote, far-off",distant galaxies,uzak [s.],mesafeli [s.],,,
eager,"syn: Keen, enthusiastic, willing",eager to + V,istekli [s.],hevesli [s.],,,
intensity,"syn: Strength, concentration, power",intensity of hurricanes,yoğunluk [i.],kuvvet [i.],şiddet [i.],,
figure out,"syn: Work out, understand, discover",figure out why/how,çözmek [f.],anlamak [f.],,,
elevate,"syn: Raise, lift",elevate the risk of,yükseltmek [f.],kaldırmak [f.],,,
feature,"syn: Characteristic, trait, quality",key/iconic feature,nitelik [i.],özellik [i.],,,
underestimate,"syn: Undervalue, underrate",underestimate the long-term effects,küçümsemek [f.],hafife almak [f.],,,
countless,"syn: Innumerable, myriad, limitless",countless stars/species,sayısız [s.],oldukça çok [s.],,,
evidence,"syn: Proof, indication",evidence that,kanıt [i.],delil [i.],iz [i.],,
measure,"syn: Precaution, step",take measures,önlem [i.],tedbir [i.],,,
durable,"syn: Tough, sturdy, strong, robust",durable materials,dayanıklı [s.],güçlü [s.],,,
Day 18,,,,,,,
conductivity,syn: Ability to transmit electricity,copper's conductivity,iletkenlik [i.],geçirgenlik [i.],,,
cope with,"syn: Deal with, handle, overcome",cope with climate change,başa çıkmak [f.],üstesinden gelmek [f.],,,
progressively,"syn: Increasingly, more and more",progressively less/more,gittikçe [zf.],artan biçimde [zf.],,,
expenditure,"syn: Spending, expenses, costs",expenditure on/for research,gider [i.],masraf [i.],harcama [i.],,
coincidence,"syn: Accident, chance, luck",no coincidence,tesadüf [i.],rastlantı [i.],,,
prohibit,"syn: Forbid, ban",prohibit the disposal of,yasaklamak [f.],,,,
supplement,"syn: Addition, extra",dietary/probiotic supplements,takviye [i.],ilave [i.],,,
vital,"syn: Important, critical, crucial",vital contribution to,hayati [s.],önemli [s.],,,
maintenance,syn: Continuing repair work,maintenance of equipment,bakım [i.],idame [i.],,,
fertility,"syn: Fruitfulness, productiveness",soil fertility,verimlilik [i.],üretkenlik [i.],,,
deduce,"syn: Conclude, infer, assume",deduce from evidence,sonucuna varmak [f.],çıkarım yapmak [f.],anlamak [f.],,
accuracy,"syn: Correctness, exactness, precision",accuracy of measurements,doğruluk [i.],hassasiyet [i.],hatasızlık [i.],,
assist,"syn: Help, aid",assist in + Ving,yardım etmek [f.],,,,
drawback,"syn: Disadvantage, problem",serious drawbacks,sorun [i.],engel [i.],dezavantaj [i.],,
vulnerable,"syn: Susceptible, weak, defenseless",vulnerable to erosion,savunmasız [s.],zayıf [s.],yatkın [s.],,
precisely,"syn: Exactly, accurately, completely",precisely identify,tam olarak [zf.],kesin olarak [zf.],,,
notion,"syn: Idea, view, concept, belief",notion of modern science,düşünce [i.],fikir [i.],,,
evacuate,"syn: Empty, abandon, leave",evacuate the island/area,tahliye etmek [f.],boşaltmak [f.],,,
assume,"syn: Suppose, presume",assume that,varsaymak [f.],farz etmek [f.],düşünmek [f.],,
compass,syn: A device for finding directions,magnetic compass,pusula [i.],,,,
