seal,"syn: Isolate, close up, settle, complete",been sealed half a,Mühürlemek [f.],yalıtmak [f.],"belirlemek (kader, yazgı) [f.]",damgalamak [f.],
thaw,"syn: Melt, defrost",is thawing fast enough,Erimek [f.],buzları çözülmek [f.],,,
extinguish,"syn: Put out, do away with, terminate, end, destroy",to extinguish underground fires,Söndürmek (ateş) [f.],yok etmek [f.],bitirmek [f.],lağvetmek [f.],
impose,"syn: Execute, carry out, enforce, enact",must impose restrictions on,Uygulamaya koymak [f.],dayatmak [f.],"getirmek (yasa, uygulama) [f.]",,
glaciation,syn: The process of being covered by ice sheets,Global glaciation occurs because,Buzullaşma [i.],buzlanma [i.],,,
tremor,"syn: Quake, shock",tremor had lasted,Sallantı [i.],sarsıntı [i.],,,
dormant,"syn: Inactive, sleeping",dormant state just,Uykuda [s.],hareketsiz [s.],,,
soluble,syn: Able to be dissolved in another substance,are soluble in the,Eriyebilir [s.],çözünür [s.],,,
implementation,"syn: Application, carrying out, putting into practice",implementation of pollution,Uygulama [i.],yürütme [i.],icra [i.],,
perpetually,"syn: Continually, eternally, always, permanently, constantly",Youcan perpetually monitor the,Daima [zf.],sürekli olarak [zf.],,,
stratum,syn: Layer,stratum of earth,Katman [i.],sınıf [i.],tabaka [i.],,
oceanography,syn: Scientific study of oceans,and oceanography,Okyanus bilimi [i.],,,,
reverberate,"syn: Echo, resound",reverberates beyond boundaries,Yankı yapmak [f.],yankı bulmak [f.],,,
overhaul,"syn: Fix, service, repair, renovate, revise",to overhaul engine software,Onarmak [f.],tamir etmek [f.],revize etmek [f.],,
repel,"syn: Keep away, drive back, resist, push",electrons repel each other,Püskürtmek [f.],itmek [f.],kovmak [f.],,
extol,"syn: Praise, commend, admire",extol benefits,Methetmek [f.],göklere çıkartmak [f.],övmek [f.],,
sanction,"syn: Penalty, punishment",sanctions on emissions,Yaptırım [i.],müeyyide [i.],ceza [i.],,
